	text
4925	ñam riksikuchkanki simillaykiri chakisqallanpi simillayki puchqullisqallanpi wiksayki nanasqallanpi qultututusqallampi punkusqallampi qichayamanña purichkan sunqullaykiri muyusqallanpi kay qakapakuyllaña hapichkasunki tipi tipiyamanta hispakuchkankipas panachallay qampas regla blanca nisqanwan ñakarinki killaykiri kay uña chiwaku hina kay ladoman wak ladoman intiqiachkan chayna kuna kachkan chaykunapi kachakan suma sumaq hampikuna wawqiy paniykuna santa natura wasinchikpi arí chaypi kachkan vitaminakunapas sumaqta upyakuspayki allin umayki huqarisqa
4928	kayllapi qamqina kaspayqa chaylla sumaq kakuyman kaypi ñuqaqa tawtachkani yarqaymanta nispanchiki yarqaymanta nimun o compadrito qamri imatataq rurachkanki ñuqaqa utay kaylawman waklawaman phawakachachkani willakuqmi hamurqani nispa nisqa riki arí minka kuqmi hamurqani napim kunan bueno qayakuycha kachkan qayakuy kachkan aló wawqillaychu panallaychu wawqillaykim señor máximo profesor qayamullachkayki allimpnim wawqllay
4930	profesor qayamullachkayki allinpuni wawqillay papá imam kachkan papa rima chirichapichu papá tumpacha katkatataq hina rimarimuchkanki papá kallpachawan rimarimuy arí kay chankas runa hina arí wawqichallay imam kachkan willakuy imallantaq qaykallantaq asá cuadrantin wasi mana punkuyuqmi kani imataq kanman cuadrantin wasi mana punkuyuqmi kani mana punkuyuq imaynampitaq cuadrante
4932	suqus kaspi suqus kaspiqa riki ukunpim riki kachkan riki allin kayna yaqa allin cuartapi cuartapi kachkan riki na ukunpi sumaq waqtankunamanta sumaq llipusqa chawpichanpim kachkan riki kay na kay vacío nisqanchik imam sutin vacío chusaq chusaq chaypi riki chay wasi suqus kaspi wawqi panikuna cuadrantin cuadrantin wasi mana punkuyuq hatun napaykuyta apachikusun wawqichallanchik chay churapakamamuqman bueno chaynaqa rimarichkarqanchik wawqillay atuqchamantawan kuntur atuqchamantawan kuntur kuntur
4934	llaqtapa ñawin llaqtapa ninrin warmi hina chaymi cóndor nisqa ñuqam kuna minkakurqani llliwlla espíritu kunata lliwllla kay pichinchuchakunata lliw pisquchakunata kay pachapi kawsaqta arí lliw yutuchakunata chaymi kunan kay puskatilluchakuna manaraq hamunkuchu kunankama ñataq taytakunaqa suyawachkanña kasarakunaypaq nispa arí wak alto anqaspi kasarakusaq uhum qhawaykachin nata wak alto urqupa nanta
4936	kachkan riki kaya kay vacío nisqanchik imam sutin vacío chusaq chusaq chaypi riki chay wasi a suqus kaspi wawqiy panakuna cuadrantin cuadrantin wasi mana punkuyuq hatun apachikusun wawqichallanchik chay churapakamuqman bueno chaynaqa allin rimarichkarqanchik wawqillay atuqchamanta condormanta atuqchamantawan condormantawan wawqiykuna paniykuna chaypim riki phawakachasqa kaylaw waklaw hinaptinmi riki atuq tapukun curiosutaqmi atuq yaw arí manam kay
4938	riki atuq tapukun curiosutaqmi atuq yaw arí manam kay atuq hinalla imatapas qhawanmanchu yachayta puni munachkan chismosa warmi hina arí kay naqa hina imapas qhawaq kay imam sutin llaqtapa ñawin llaqta ninrin warmi hina chaymi cóndor nisqa riki ñuqam kunan minkakurqani lliwlla esperitukunata lliwlla kay pichinchuchakunata lliw pisquchakunata
4940	mana suwa imatapas uyarinkichikchu manam imatapas uyariykikuchu wawqillay sumaqllata rimarikuy haber maymanta qayamuchkanki lima llaqtamantanta wawqipaniykuna rimarimuchkani uyarikuchkanchu manachu allintachu lima llaqtamanta pim kachkanki wawqichallay manam papá allinchu yaykumuchkan tipi tipi yaykumuchkan
4942	manam papá allinchu yaykumuchkan tipi tipi yaykumuchkan a ver huk hawallapi sayaspayki sumaqllata papa imam kachkan willakuy uyariykiku ya wawqiy paqarinmi huk suyunchik pukllanqa paraguay a bueno wawqillay manam allintachu uyarikamuchkan nana kachun kunan pukllarqunña paraguay nispachus nimun
4944	máximo chayarqachin hanaq pachamanqa sumaq llaqta kakusqa suma sumaq kay quri qispi llaqta llipipi llipipi mamachallay mama chaypiqa imapas pecesqachu lliw mikhunapas wasipas kayna llipipip mikhunapas chaninpi hinaptinsi riki upyanapas upyanapas chaypas fiesta qallaykun tayta cóndor cazarqukuyta kachaykun chaypi
4946	hina tusuchkanku hina wakinqa puñuqña ripuknu paqarin punchawqa lliwchalla phawarikampunku costumbre inti lluqsimuyllata arí achikyayllata kutirparimunkuña riki kutirparinpunku lliwchalla papa huktas  atuq chay machasqa riki chiriptin hinacha sayarin hatarin kanchu ni chulla ima napas ni ima urpituchakunapas ni tayta condor kanchu ni loro lliw lliwcha papa kutipakamusqakuña lliwchaña
4948	ischuta aswan rikurqusqa ischu waylla ischu chaymanta waskhata rurayta kachaykun mamachallay mama chaypi riki allinta yuyaynin akchirirqurqa hinaptin riki kay waylla ischuta waylla ischumanta waskillata waskhata rurarqusqa chaywan watarqusqa kay ukhuta chaymanta wayurpaykuspayqa chayarqusqayqa imaynapas kay llaqtayman nispa riki ukhupachaqa arí hinaptinsi riki papa waskata ruran waknaniraq ukhupachata chayamuqta hina
4950	loro mamachallay loro riki nasqa imayna nispa kutipakun riki hinaptim yaw ya ama imata rimankichu yapamanta nisqa wiqru chaki yaw upa yaw tukuyta camisqa hinaptinñataq chayllapi loro mamachallay mama rabiarqukuspa chay waskhanta kaptupasqa mana namusqaraqmi advertimusqaraqmi ya compadre antonio amam kamichakamuchkankichu yanqataq qawkan hawka purikuqta purikuqta manam ñuqaykuqa manam pitapas
4952	na imam puka umacha kaspaykichu tayta obispado kani nin chaywan ichaqa loro piñarqukun chaywan piñarparikusqaku lorukuna hukta papa loro kutimun hinaspa chay waskan waskillanta mamachallay mama chaypi kachurparin loroqa riki tuspanpiqa riki wawqillay kay navajaspas hinam kachkan riki riki cuchillohina chaywan liw chaypi kaq kuchitiq chaypi pakirpan na kuchurparin
4954	kallachun nispa amén kunanpaqmi kachkan diostaytapa chuya simin rimanakuykunanchikpaq señorninchik jesucristum ejemplo dios taytapa palabran cumpleypi señorninchik jesucristum ejemplo dios taytapa palabran cumpleypi dio
4956	dios taytapa palabran cumpliypi dios taytapa chuya simin qawasqanchikpi tariykuchkanchik imaynam señor jesús galilea lawmanta juanpa kasqan jordan mayuman rirqa imapaq chaypi juanwan
4958	ñuqa qamman bautizawanaykipaq hamunay kachkaptinpas nispa huk rimaypiqa discutita hina qallaykurqa juan jesúswan hinaptinmi jesus juanpa nisqanta uyarispan nirqa kunanqa chaynatam ruranayki chaymantañam chaynapim ñuqanchikkuna qam
4960	chaymantañam chaynapim ñuqanchikkuna qam ñuqa dios taytapa palabranta cumplesunchik es decir kaypi tariykunchik señorninchik jesucristo dios taytapa palabran cumpleq kasqanta cuando chayta nirquptinñam juan mana munachkastin kunanqa aceptan
4962	kay pachaman hamurqan runaman tukukuykuspa runahina mamanpa wiksanpi karqan runa kay pachapi runakuna hina mamapa wiksanpi isqun killa karqan nacemurqan y como cualquier wawa naceq hina pay karqan mamanpa ñuñusqan mamanpa cuidasqan
4964	karqa huk propósito ruraynin dios taytapa palabran cumpley dios taytapa palabran imam kaq cumplinanpaq antiguo testamentopim señor jesúsmanta ña dios taytapa palabran willakurqaña imaynam pay hamunanta y imam kay pachapi rurananta
4966	veces ñuqanchikqa dios taytapa palabranta uyarichkaspapas mana rurayman churaq runam kanchik favorninchikpaq kaqkunatam ñuqanchikkuna rurayman churanchik mana favorninchikpaq kaqta qawaykuspaqa muchas veces manam rurayta munanchikchu facilmi kanman
4968	abrahamta mayqintaq karqa chay cumplinan paymi bautizakunan karqa paymi yakuman yaykunan karqa paymi yakuntakama pasanan karqa y chaynachalla ñuqanchikkunapas kay pachapi paya kamachikuyninta rurasqanta ruraq kananchikpaq manam pay kamachiwanchikchu
4970	chaymi kunan juan bautistapa kasqanman rispan kunanqa señor jesús nin kaypim kachkani bautizasqa kanaypaq kunan tiempo hayka runataq dios taytapa palabranta uyarispa muchas veces  mana kasuyta munanchikchu
4972	taytapa palabranta uyarispas muchas veces manam kasuyta munanchikchu qanmi kanki hermano qanmi kanki dios taytapa churin qanmi kanki dios tayta riqsin qanmi  dios taytapi ñawinchanki qanmi congregakunki huq kaqnin iglesiaman
4974	qanmi congregakunki huk kaqnin iglesiaman hinaspaykim qam chaywan kachkanki contento y kusisqa pero manataq bautizakuyta munankichu orakuchkanim ninki bibliataqa leechkanim ninki congregakuchkanim ninki pero manataq dios taytapa palabranta cumplen
4976	dios taytapa palabranmi yachachiwanchik dios taytata qatispaqa allintataqyá qatisunchik señor jesúsmi ejemplo manaraq obrata manaraq kay ministeriota qallariykuchkan formalmente qallariykuchkaspan pay kunanqa bautizakuykuchkan dios taytapa pala
4978	hinaspanmi señor rirqa maypim bautizakunan lugarman manam paytachu maskarqaku bautizamunankupaq sino paymi rirqa bautizasqa kananpaq kay imatam yachachiwanchik bautismoqa manam obligacionchu pero deberniykim qam
4980	y señor jesusmi richkan kikinmanta maypim bautizasqa kananpaq y chaymi qampas decidinayki wakiqninchiktaqa papanchik mamanchik qaqchapawachkanchik obligawachkanchik manam bautismoman yaykuyqa obligaciónchu pero qammi kuyasqay uyariqllay señorman kutirinayki hinaspa dios taytata kasunayki
4982	qampas pero imaynama kay hermanopas bautizawanqa ñuqataqa ñuqataqa bautizawanan hukmi munasqay hermano munasqay siervom hamunan ñuqa bautizawananpaq manam dios tayta kasunapaqa gustonchik maskhaypichu kachkanchik sólo dios taytapa palabran kasuymi irinmi dios taytapa palabra versículo catorce juanña juanñataqmi  mana munaspa nirqa
4984	ñuqaqa munani huk kayna colorniyuq yuraq colorniyuq hamunanta ladollaqtamanta lado naciónmanta hamuchun ñuqanchikpaq muchas veces mejor chay manam chaynachu señor karqa si no paymi karqa humilde y chaymi bautismoman achhuykuyqa tukuy humildadwan asuykuy wawa hina sunqunchikwan tayta diosman asuykuy
4986	pero mana casokusunchu hinaptinqa imatataq señor allinta rimanman ñuqanchikmanta mana casokuq runamanta imatam allinta rimanqa kaymi qilla churiy niwasunchu utaqchu niwasunchik kaymi kuyasqay churiy pay raykun kusisqa kachkani señor jesusmi kasukuyninwan
4988	payman oraykamuchkaqta hinaptinmi hanaq pachamanta huk rimariy uyarikurqa paymi kuyasqay churiy payraykum kusisqa kachkani nispa tukuy atiyniyuq dios taytallayku gracias qanman kachun kunanmi tukuy sunquywan tukuy
4989	churiyuq imaynam dios tayta rimarqa hukmanta y kusisqa karqa jobwan porque dios tayta honrrasqan rayku mana pruebakunawan tayta dios negasqan raykum jobmanta nirqa dios tayta manam pipas kanchu kay pachapi manam job hina kanchu dios tayta allinta rimarqa jobmanta ñuqancikunapas
4991	tayta rimarqa allinta hukmanta ñuqanchikunapas chaya kachun qawariyninchik sunqunchikpi sientiy tayta diospa palabranta cumpliktinchiqa ñuqanchikunamantapas lo mismo dios tayta rimanqam kaymi khuyasqay churiy pay raykum kusisqa kachkani porque paymi kamachisqay palabrata cumpliykun iñikuykun bautizakuyku
4993	kamachisqay palabrata cumpliykun iñikuykun bautizakuykun hinaspa ñuqata serviwan kaynata dios taytapa qayllanpi kusikuy quq churichu kanchik o llakikuy quq churichu kanchik kuyasqay uyariqllay qamtam kallpanchamuyki qammi manaraq señorta riqsiykuchkaspayki
4996	kay waywaka pasaqmanta imam pasakuchkan chaypipas saneamiento básico nisqan rurariykamuchkan pero chaqwapa ukunpi imam pasan señor alcalde imaynanpim sapa empresa kay obras por endeudamiento nisqanpi llamkamuchkanku pero sasachakuypi
4998	hinallataq qayna punchawtaq tardenlawman wawqipaniykuna inspección nisqanta purichimuchkanku sapankama callepi inallataq carretera via nacional nisqanpi kay dirección sub regional de transportes ukhumanta pacha ramal de pakucha pasaqpi qayna punchaw pukllachinku chaypitaq pachak pusaq chunka nisqa
5000	arí chayta qayna punchaw wawqiy paniykuna suqta hora suqata hora tarden ladomanta pacha kay serenata nisqanta puririchinku hospital kay jugopi uyariychik wawqiy paniykuna jirón jugo pesce pescito nisqanpi arí
5002	bueno feliz aniversario allin punchaw sumaq punchaw kachun hospital ukupi llipallan warmi qhari médicos enfermeras licenciadas obstetris llipillaykichi llankaqkupaq sumaq punchaw kunan punchaw kachun programanchik kachkaniraqmi ukhuntakama apachikunchik feliz aniversario hospital sub regional de andahuaylas
5004	kay willakamuchkantaq invitakamuchkantaq wawqiy paniykuna lliw ayllunlla wawankuna churinkuna imapas willkankuna y kay wawqillanchik pasakun riki wawqiy paniykuna uyariychik a panallanchik pasakun edelisa zevallos de molina hanaq pacha taytanchikpa ladunpiña tarikun arí chaytaq wawqiy paniykuna ña rimarimuchkanñataq arí ima nispa
5006	arí chayta wawqiy paniykuna ña rimarimuchkanñataq arí imanespam wawqiy paniykuna arí invitakamuchkanmi kay paqarin punchawmi misa de honor nisqan puririmunqa kay watallanta cumplimuchkan wawqiy paniykuna maypi iglesia san jeronimo pasaqpi puririmunqa kay wawqiy paniykuna
5008	punchawmi puririmunqa carnaval kullu aysay chayraq wawqipaniykuna pascua kay tiempopiña chaymi minkakamuchkan hermanos sapankama llaqtapaq paykunapas visitaykamuwachun kay pampa chiri lawman nispataq rimarimuchkan alcalde waber rodriguez seguramente paypas cualquier momento lluqsirqimunqaña kay willakuy imaynanpim kay
5010	ministerio de educación ukumanta pacha qispirqachimunku chaypim nimuchkan qayna punchawmanta pacha suspenderqunku kay funcionamiento kay jornada escolar completa jec belén de osma y pardo ukupi chaypim kachkanku ancha yachachiqkuna qhiparqunku wawqiy paniykuna mana llamkayniyuqkuna chay jornada escolar completa nisqanpi paykuna
5012	cancionnisqata riki ruramushkan kay llapallan kay jornada escolar ukupi llamkapamuqhkunapaq chaytacha tapuna kamqa director hospital y hina o director de ugel de andawaylas hinallataq rimarimunqataq seguramente sutep  ukhumantapas waqellaukuna llankash chaylla pishqa horas pusaq kaypiña hinallataqmi rimari
5014	karaylla winchus pataqucha qullpa chaqara hinallataq tapaya pampamsa kachkantaq chaypi wamanilla tablina hinallataq waywaka chay ukupi kachkan truqapata lliw wawqinchikkuna beneficiarios kay suytuqucha  riego canal riego nisqanwan chaymi kay sábado punchawta rinaykichik
5016	kay suytuqucha río canal nisqanwan chaymi kay sábado punchawta rinaykichik faena ruramuq chaytaqa  rimarimushkan eugenio allqa presidente del comité de soytoqocha chaynawan panaykuna kachkansi ancha sasachakuy canal de irrigacion nisqankupi chaypi anchata limpiamuna kachkan nispana rimaramusqan wawqiynchik eugenio
5018	suytuqucha hermanos uyarichkankichik sapamkama comunidadmanta pacha  chay comité regante rimarimuchkan arí chaypi wawqipanikuna paqarinpunchaw pusaq hora tutallamantapacha rimaykichik maypim tupankichik maypim kanqa huñunakuy atención huñunkuymi tarikunqa waqinanikuna kay tawa kaq kilómetro
5020	atención huñunakuymi tarikunqa wawqipaniykuna kay tawa kaq kilómetro yanaqinqu nisqapi tarikunqa chaymanta pacha wawqipaniykuna yallarinqa puririnqa llamkay arí chaymanpata rimarimuchkan wawqichanchik eugenio allqa diaz yapaykasumak arí chacapuente santa rosa qaqi kumanay yangarqaya winchu
5022	kay presidente yaykurqun donald trump estados unidos presidente riki wawqipanikuna kachkan chaypi kunan rato chaytaq uyariychik llaqta masiykuna ataque nisqanta riki wawqipanikuna cohete kay misiles nisqanta arí siria llaqtaman chayarqachin mamallay mama chaypitaq arí ancha wañukuykuna
5024	internacional nisqan wakiypanikuna chayta rurarqusaq bladimir putin presidente de rusia ukumanta pacha chaymi yanapamuchkan kay siria llaqtakunaman huk lado suyupi ancha kachkan kay wañuchinakuy bombardeo nisqan llaqta maskuna arí pichqa hora chunka qanchis kimsayuq paypiña  programanchik kachkaniraqmi ukuntakama
5026	qinaspatay rimarimuntaq marcos servantes supuesto pseudodirigente de frente defensa de apurimac arí willakuchskayku ñuqaykupas rimarisaqkuña documentokunata apachisaqku nispa pero iskay kimsa watañam kay caso poder manam kanchu llamkaynin kay frente defensa apurimakuna wawqiypanikuna ni
5028	regidores wakin alcaldekunapas ñam presión preventiva nisqanpiña wawqiy paniykuna wakinqa senciasqaña pero gobierno regional imam kachkan chaypi manchakuy negociochu correykuchkan icha imam kachkan wawqiy paniykuna chaytam rimarimunan llaqta llaqtapas qamkunapas hermanos de andahuaylas gracias
5030	ni de contralor ni procurador ni consejero regional mucho menos organizaciones sociales  bueno chaytacha suyarina kanqa kay punchawkunapi kunan punchaw imaninraq señor julian merino defensor de apurimac sayapakuy llaqta
5032	kay qawan abril tukunakama hinaptinqa kawsayninchikqa sumaqmi qispirqunqa nispam kay enteron pakucha lawmantapas willakuy y rimarimuy puririmuchkan pichqa hora chunka isqun yupaypiña tarikuchkanchik hinallataq kaymanta pacha wawqipaniykuna ancha willakuyqa manam faltachkanchu rimarimuchkantaq ima nispan arí kaymanta pacha wawqipaniykuna imanimuchkantaq mamallay mama
5034	donald trump ima nimuchkantaq wawqipaniykuna ñuqa justificanim gobierno de estados unidos donald trumpa ruwasqanta nispa kay machulacha pinqaymanmi wawqipaniykuna  llapallan perú suyupi runakunata churawachkanchik
5036	manam pero suyupi tapuptinchiqa wawqiy panakuna sayaripakunqachu pero kay machulacha donald trump yankin ña rimarirqunña yo apoyo justifico la decisión que a tomado sonald trump nispa rimarirqamun kunan punchawpaq pedro pablo kuchinsky
5038	nispa rimariramun kunan punchawpaq pedro pablo kuchinsky pinqay wawqiy paniykuna llaqtamasiykuna hinallataq rimarimuykuna kachkan kay andahuaylas ukumanta pacha ancha ancha wawqiypanaykuna sapay punchaw kay coca pasta basica cocaína qipikuqkunapas lliw wichirichkan sapay punchawma andahuaylas ukupi talaverapi
5040	pasta basica cocaína nisqanta wawqipanikuna papapa ukunpi apakusqa suma sumaq maytusqa takasqa chayta qatiparqunku qayana punchaw policía apirqunku kay wankarqama pasaqpi llaqtamasiykuna iskay pachak kilo nisqanta manam aschallachu achkham chaypim kachkan andahuaylas hukumanta
5042	deportivos inicial primaria secundaria kachkantaq wawqiy panaykuna arí institutos y universidades nisqanpaqpas llamkamuchkankutaq confecciones anka sport lunes a viernes sábado domingo atendemuchkantaq arí wawqiy paniykuna confecciones anka sport pasaje malinas ciento setenta y cuatro nisqanpi parque warma kuyay chimpachallanpi confecciones anka sport kunanqa wawakunapaqpas educación física nisqanpaq ruraykamuchkanña confecciones
5044	diamante agro inversiones servicsur arí chaypitaq kakaykamuchkankutaq wawqipaniykuna kunanqa kawsay chak sumaq chakra ruruchiq wawqinchikkunawan al por mayor y menor vendemuchkankum imapas kawsaykunapaq hampita chaypim kay bayer tecuse farmagro insecticida fungicida nutrientes foliares kachkantaq chay ukupi
5046	kachkantaq chay ukupi imapas hampi uywapaq kawsaypaq agro inversiones servic sur ama pantaychikchu sapachayan mayorista andahuaylas ukupi agro inversiones servic sur suyawachkanchik avenida ejército pachak isqun chunka isqunniyuq yupayllapi kay feria pampayapi reniec
5048	añañawlla pollos a la brasa ponseca chaypiqa suma sumaqta machu machu anqarapi siriviykamusunki añallawya santochu kachkan matrimonio quinceañero imapas compromiso familiar chayqa pasaykuy pollos a la brasa ponseca miskillataña chaypi kachkan
5050	coches andadores kachkantaq bicicleta arí colchonería ayacuchano suyamuwachkanchik puente huancabamba uraychallanpi inversiones quri wawqichay panichallay churachikuyta munanki wasiykipaq kay instalación nisqanta instalación electrica o yakutapas desagÃ¼etapas churachikuyta munanki inversiones quri baratullapi vendiykamusunki materialtaqa instalacionqa totalmente gratis
